caminho_relativo,tamanho_candidato,md5_candidato,sha256_candidato,tamanho_promovido,md5_promovido,sha256_promovido,existe_candidato,existe_promovido,tamanho_identico,md5_identico,sha256_identico,aprovado
08_metodologia_validacao/execucao_20260802_211916/13_session_info.txt,1396,1da07b6af6b6b03d8d9d731c21315f17,00c3d2114ad2d4c407e215fd4c9477a1e6d1f9ef2daa3ec63860b686eaad4612,1396,1da07b6af6b6b03d8d9d731c21315f17,00c3d2114ad2d4c407e215fd4c9477a1e6d1f9ef2daa3ec63860b686eaad4612,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/14_resumo_execucao.txt,674,639e4a7fae6e588945c397cd53c113e1,3c7faa00c8616dd6132a767390c449da95e7e5d88e9ab397a878ea79f48a5aab,674,639e4a7fae6e588945c397cd53c113e1,3c7faa00c8616dd6132a767390c449da95e7e5d88e9ab397a878ea79f48a5aab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/produtos/validacao_integrada_final.csv,200,13ced726d1d849b76c5fa266397763f1,18b5fc9e2e4c08e2ceebcc5b5aeaf869d3ad96efa1e5d887dee1cf4840940d14,200,13ced726d1d849b76c5fa266397763f1,18b5fc9e2e4c08e2ceebcc5b5aeaf869d3ad96efa1e5d887dee1cf4840940d14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/produtos/validacao_integrada_final.rds,269,2bd15462763ac47b45d67e49156edcee,a85759cd141634c252276c50b2c7c9d4d913c710256fc79681e6a815eb33fc07,269,2bd15462763ac47b45d67e49156edcee,a85759cd141634c252276c50b2c7c9d4d913c710256fc79681e6a815eb33fc07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/catalogo_produtos_relatorio.csv,5239,e0300a67c0d0064aa20ddad4b5064e4f,97ca6eb764a1e3443e439ba0550799fe10a41d6e63a44e7320a83cee93971ecf,5239,e0300a67c0d0064aa20ddad4b5064e4f,97ca6eb764a1e3443e439ba0550799fe10a41d6e63a44e7320a83cee93971ecf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/15_consolidar_base_final.R,88099,79d71551981aeeefb91b1f8fbcdc72bc,d43c50abcbf343bc541fa3043d9f444037f64f69ccf1850fad48fe0849df2cef,88099,79d71551981aeeefb91b1f8fbcdc72bc,d43c50abcbf343bc541fa3043d9f444037f64f69ccf1850fad48fe0849df2cef,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/16_criar_perfil_escola.R,84217,3f750f7b551868bf5440689f27d97cc7,3f4a4e24f2cdaf876cfd137d0c58ac75ed8ba29064a5059711e9a376eaab1c82,84217,3f750f7b551868bf5440689f27d97cc7,3f4a4e24f2cdaf876cfd137d0c58ac75ed8ba29064a5059711e9a376eaab1c82,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/17_construir_indice_complexidade.R,56429,426391be76331dc2884ad43c6bef479c,201a10d2012b42a8e488ade3ca6003c26b9b0469852f352d97a0e4a0f14da04b,56429,426391be76331dc2884ad43c6bef479c,201a10d2012b42a8e488ade3ca6003c26b9b0469852f352d97a0e4a0f14da04b,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/18_analisar_carteiras_assessoras.R,75758,55da057746dc44dedaa881bf046fe393,8b2b7519262302a21ef59aba76b93cf04b8836ed0cca3923f8be8bb9d47dee8d,75758,55da057746dc44dedaa881bf046fe393,8b2b7519262302a21ef59aba76b93cf04b8836ed0cca3923f8be8bb9d47dee8d,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/19_gerar_fichas_escolas.R,51505,b0cec7ab570673a022d830ecd2e3ac51,178429f8741a936d8fb368248174ce17c5d1c754a9d45a44c9f11f3ee2ebec48,51505,b0cec7ab570673a022d830ecd2e3ac51,178429f8741a936d8fb368248174ce17c5d1c754a9d45a44c9f11f3ee2ebec48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/20_gerar_fichas_carteiras.R,33034,50ac11259a49e4538c1323b5e42d1458,f08ba964d75ff352688ae279fd9aaa9446b18a354462e966bc41f6f61774c350,33034,50ac11259a49e4538c1323b5e42d1458,f08ba964d75ff352688ae279fd9aaa9446b18a354462e966bc41f6f61774c350,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/21_tabelas_graficos_relatorio.R,74293,74cb796b25d30716b1689f9d4be1076e,c1616ac7eece2cce0055ac6eb25a883f5a187091ab2c565585e1dbd24d2c3c46,74293,74cb796b25d30716b1689f9d4be1076e,c1616ac7eece2cce0055ac6eb25a883f5a187091ab2c565585e1dbd24d2c3c46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/23_validacao_integrada_final.R,45267,944c3b00e79a55726bdcb8524a1c4563,149f64006614bdbb1bb875f11ae9e298b29ced1f8531be46d68771dd972a6cc3,45267,944c3b00e79a55726bdcb8524a1c4563,149f64006614bdbb1bb875f11ae9e298b29ced1f8531be46d68771dd972a6cc3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
09_documentacao_reprodutibilidade/scripts/25_pacote_entrega_final.R,48658,242873fbfa5b7d934563800429b1f849,ca4265914826baedeaf1898c77d1be95f3873ed45e3f9b747f5e76b0c10f6275,48658,242873fbfa5b7d934563800429b1f849,ca4265914826baedeaf1898c77d1be95f3873ed45e3f9b747f5e76b0c10f6275,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/RESUMO_PROMOCAO.txt,386,813313f9d00ffbfd94c6af4499d9a5c8,9a0158fa25d8493a613773da3b8530788820465f454fb8df0bf592d4776dca28,386,813313f9d00ffbfd94c6af4499d9a5c8,9a0158fa25d8493a613773da3b8530788820465f454fb8df0bf592d4776dca28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/inventario_arquivos.csv,37144,797ca82c96debe597de496aef4d5b9c7,6bd54491a613bc95c0704605a10711ac81f10f53a840c786c47ee22649d5c8f5,37144,797ca82c96debe597de496aef4d5b9c7,6bd54491a613bc95c0704605a10711ac81f10f53a840c786c47ee22649d5c8f5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/manifesto_integridade.csv,19804,1d3fb326e97f0f1d5b99f14daa1f6180,0a7b995826500f6d4a6875b102479fa474dff304eea3cd29cae229ac79cc969d,19804,1d3fb326e97f0f1d5b99f14daa1f6180,0a7b995826500f6d4a6875b102479fa474dff304eea3cd29cae229ac79cc969d,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/manifesto_integridade.json,42575,d8097e1d359a7446cb1cbf843813abe8,b7e522c83e0908baacd100cf65d8860d76a961a583bee07fabbbe55def878dfa,42575,d8097e1d359a7446cb1cbf843813abe8,b7e522c83e0908baacd100cf65d8860d76a961a583bee07fabbbe55def878dfa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/registro_ambiente.txt,460,9cdff0e887a8d313f6bed51e2a779efa,f3159b7a742be31d151fb12e0337a8c8431d94ed3c9baf887c78cf03c2c2d3e2,460,9cdff0e887a8d313f6bed51e2a779efa,f3159b7a742be31d151fb12e0337a8c8431d94ed3c9baf887c78cf03c2c2d3e2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/registro_exclusoes.csv,563,b42d0e1bf13a4c78b97caff997172583,f0e1c087f645e38deb69af68867a89c76c07ba1426afb06efb2756b1ac58babe,563,b42d0e1bf13a4c78b97caff997172583,f0e1c087f645e38deb69af68867a89c76c07ba1426afb06efb2756b1ac58babe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/registro_git.csv,247,d0bd6d215017cf2ae8a8e70984ade1ff,004443aebb82b875f88a457253a13c869abc7832091ff48982f2fa96e4b4ae12,247,d0bd6d215017cf2ae8a8e70984ade1ff,004443aebb82b875f88a457253a13c869abc7832091ff48982f2fa96e4b4ae12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/registro_origens.csv,30932,3dc753c5c52c1f85cd4d9d95946f574e,f0c73acbe5b2e54aaa2d341b03cc6dd0f3cd542fba22f0df7c9a15d6ea0ec57e,30932,3dc753c5c52c1f85cd4d9d95946f574e,f0c73acbe5b2e54aaa2d341b03cc6dd0f3cd542fba22f0df7c9a15d6ea0ec57e,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/registro_status_git.csv,254,883b1f5bb85b78108e75275075dd637f,02b65950b2c1ee31b0bcf705f437e8b5d5cf9b1db28d4da203e3bd4c59926656,254,883b1f5bb85b78108e75275075dd637f,02b65950b2c1ee31b0bcf705f437e8b5d5cf9b1db28d4da203e3bd4c59926656,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/resultado_validacoes_pacote.csv,475,ccf9bce84e8ad720d107d88eb51b5d23,d799b2436c5f1e455c12f16b0849ef940b7c0eccc3bb4ab91467e8959fe30ba0,475,ccf9bce84e8ad720d107d88eb51b5d23,d799b2436c5f1e455c12f16b0849ef940b7c0eccc3bb4ab91467e8959fe30ba0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
10_manifestos_integridade/session_info.txt,1195,5a7115d9b794ab5b803f1056ab1e41b7,d172e518bb83bdc0af30552c860fb2cec87bb5c8a0130e125f9ecd1a2fa71537,1195,5a7115d9b794ab5b803f1056ab1e41b7,d172e518bb83bdc0af30552c860fb2cec87bb5c8a0130e125f9ecd1a2fa71537,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
