id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,previstos_2025,previstos_2026,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,delta_participacao,proficiencia_media_2025,proficiencia_media_2026,delta_proficiencia,pct_adequado_2025,pct_adequado_2026,delta_pct_adequado,categoria_proficiencia,categoria_participacao,perfil_diagnostico,prioridade_diagnostica,observacao_composicao
ESC_050,,EMEF VER MARTIM ARANHA,priscila,3,Língua Portuguesa,82,76,59,60,71.95121951219512,78.94736842105263,6.996148908857506,64.62711864406779,35,-29.627118644067792,49.271186440677965,21.1,-28.171186440677964,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_022,,EMEF JOSE LOUREIRO DA SILVA,jalize,3,Língua Portuguesa,103,103,65,76,63.10679611650485,73.7864077669903,10.67961165048544,61.61538461538461,36.26315789473684,-25.35222672064777,44.738461538461536,24.93421052631579,-19.804251012145745,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_004,,EMEF AMERICA,nathalia,3,Língua Portuguesa,57,50,43,40,75.43859649122807,80,4.561403508771932,75.53488372093024,50.475,-25.059883720930237,65,43.575,-21.424999999999997,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_043,,EMEF RINCAO,jalize,3,Língua Portuguesa,51,50,40,44,78.43137254901961,88,9.568627450980388,83.35,59.54545454545455,-23.804545454545448,74.75,37.70454545454545,-37.04545454545455,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,3,Língua Portuguesa,71,74,52,64,73.2394366197183,86.48648648648648,13.24704986676818,71.65384615384616,48.90625,-22.74759615384616,57.61538461538461,32.84375,-24.771634615384613,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,3,Língua Portuguesa,101,72,80,64,79.20792079207921,88.88888888888889,9.68096809680968,77.15,55.03125,-22.11875000000001,66.35,42.15625,-24.19374999999999,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_008,,EMEF CHICO MENDES,eliane,3,Língua Portuguesa,99,100,63,77,63.63636363636363,77,13.363636363636369,63.857142857142854,45.01298701298701,-18.844155844155843,47.63492063492063,27.350649350649352,-20.28427128427128,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_051,,EMEF VILA MONTE CRISTO,graziela,3,Língua Portuguesa,92,91,72,83,78.26086956521739,91.2087912087912,12.94792164357382,63,46.12048192771084,-16.87951807228916,51.19444444444444,34.54216867469879,-16.65227576974565,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_007,,EMEF CHAPEU DO SOL,ruti,3,Língua Portuguesa,130,119,102,109,78.46153846153847,91.5966386554622,13.13510019392372,41.11764705882353,25.431192660550455,-15.68645439827307,26.441176470588236,13.880733944954128,-12.560442525634109,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_046,,EMEF SEN ALBERTO PASQUALINI,julia,3,Língua Portuguesa,125,100,84,84,67.2,84,16.799999999999997,64.19047619047619,49.54761904761905,-14.64285714285714,52.29761904761905,41.404761904761905,-10.892857142857146,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_009,,EMEF DECIO MARTINS COSTA,nathalia,3,Língua Portuguesa,113,93,95,81,84.070796460177,87.09677419354838,3.0259777333713913,61.8421052631579,47.32098765432099,-14.52111760883691,48.642105263157895,35.06172839506173,-13.580376868096169,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_042,,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,3,Língua Portuguesa,113,111,90,88,79.64601769911505,79.27927927927928,-0.3667384198357695,54.922222222222224,40.40909090909091,-14.513131313131318,36.71111111111111,24.261363636363637,-12.449747474747472,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_027,,EMEF MARIO QUINTANA,ruti,3,Língua Portuguesa,51,49,42,43,82.3529411764706,87.75510204081633,5.402160864345731,55,41.51162790697674,-13.488372093023258,33.5,26.023255813953487,-7.476744186046513,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_033,,EMEF NOSSA SENHORA DO CARMO,amanda,3,Língua Portuguesa,105,83,88,70,83.80952380952381,84.33734939759036,0.5278255880665483,61.32954545454545,47.94285714285714,-13.38668831168831,47.90909090909091,36.01428571428571,-11.894805194805194,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,3,Língua Portuguesa,70,63,55,60,78.57142857142857,95.23809523809524,16.66666666666667,56.52727272727272,44.28333333333333,-12.243939393939392,39.81818181818182,31.45,-8.36818181818182,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_019,,EMEF JEAN PIAGET,clarissa,3,Língua Portuguesa,77,79,54,65,70.12987012987013,82.27848101265823,12.148610882788104,62.22222222222222,51.92307692307692,-10.299145299145302,42.629629629629626,42.92307692307692,0.2934472934472936,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_032,,EMEF NOSSA SENHORA DE FATIMA,amanda,3,Língua Portuguesa,75,79,62,68,82.66666666666667,86.07594936708861,3.40928270042194,52.88709677419355,42.88235294117647,-10.00474383301708,37.016129032258064,24.573529411764707,-12.442599620493358,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_041,,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,3,Língua Portuguesa,80,86,66,71,82.5,82.55813953488372,0.05813953488372192,52.48484848484848,42.80281690140845,-9.682031583440036,27.075757575757574,32.140845070422536,5.0650874946649616,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_002,,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,3,Língua Portuguesa,97,98,77,82,79.38144329896907,83.6734693877551,4.292026088786031,53.11688311688312,43.74390243902439,-9.372980677858727,32.4025974025974,28.914634146341463,-3.487963256255938,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,3,Língua Portuguesa,23,24,19,22,82.6086956521739,91.66666666666669,9.057971014492765,86,77,-9,68,67,-1,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Baixo número de avaliados em pelo menos um ano
ESC_010,,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,3,Língua Portuguesa,106,104,74,90,69.81132075471699,86.53846153846153,16.727140783744545,42,33.111111111111114,-8.888888888888886,23.2027027027027,20.788888888888888,-2.413813813813814,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_011,,EMEF DEP VICTOR ISSLER,clarissa,3,Língua Portuguesa,157,163,133,147,84.71337579617834,90.1840490797546,5.470673283576261,55.50375939849624,47.83673469387755,-7.66702470461869,39.12781954887218,36.70068027210884,-2.4271392767633415,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,3,Língua Portuguesa,127,153,86,121,67.71653543307086,79.08496732026144,11.368431887190582,34.36046511627907,29.73553719008265,-4.624927926196428,13.069767441860463,17.512396694214875,4.4426292523544095,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,3,Língua Portuguesa,51,50,35,40,68.62745098039215,80,11.372549019607844,55.34285714285714,50.8,-4.5428571428571445,42.885714285714286,34.025,-8.860714285714288,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,3,Língua Portuguesa,9,4,8,4,88.88888888888889,100,11.111111111111114,80,77,-3,75,50,-25,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_023,,EMEF JOSE MARIANO BECK,nathalia,3,Língua Portuguesa,68,67,54,56,79.41176470588235,83.58208955223881,4.170324846356465,38.57407407407408,36.089285714285715,-2.484788359788361,16.574074074074073,24.017857142857142,7.44378306878307,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_053,,EMEM EMILIO MEYER,ruti,3,Língua Portuguesa,96,88,73,70,76.04166666666667,79.54545454545455,3.5037878787878753,47.54794520547945,45.457142857142856,-2.090802348336595,34.013698630136986,32.07142857142857,-1.9422700587084163,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_028,,EMEF MIGRANTES,nathalia,3,Língua Portuguesa,27,18,26,13,96.29629629629628,72.22222222222223,-24.074074074074066,51.15384615384615,55,3.8461538461538463,30.53846153846154,38,7.46153846153846,Aumento de proficiência,Redução de participação,Avanço com perda de participação,Intermediária,Mudança relevante no público previsto e queda de participação
ESC_015,,EMEF GABRIEL OBINO,amanda,3,Língua Portuguesa,73,66,59,49,80.82191780821918,74.24242424242425,-6.579493565794934,40.067796610169495,47.775510204081634,7.707713593912139,22.06779661016949,39.775510204081634,17.707713593912143,Aumento de proficiência,Redução de participação,Avanço com perda de participação,Intermediária,Sem alerta principal de composição
ESC_026,,EMEF LIDOVINO FANTON,julia,3,Língua Portuguesa,143,135,103,87,72.02797202797203,64.44444444444444,-7.583527583527584,21.796116504854368,45.72413793103448,23.928021426180116,2.9805825242718447,34.60919540229885,31.62861287802701,Aumento de proficiência,Redução de participação,Avanço com perda de participação,Intermediária,Sem alerta principal de composição
ESC_028,,EMEF MIGRANTES,nathalia,4,Língua Portuguesa,7,19,5,16,71.42857142857143,84.21052631578948,12.781954887218047,82,51,-31,60,31,-29,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_034,,EMEF PEPITA DE LEAO,nathalia,4,Língua Portuguesa,49,63,39,55,79.59183673469387,87.3015873015873,7.709750566893433,71.05128205128206,49.83636363636363,-21.214918414918422,61.46153846153846,35.18181818181818,-26.27972027972028,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_009,,EMEF DECIO MARTINS COSTA,nathalia,4,Língua Portuguesa,121,125,100,113,82.64462809917356,90.4,7.755371900826447,71.15,50.85840707964602,-20.291592920353985,59.94,38.336283185840706,-21.60371681415929,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,4,Língua Portuguesa,50,47,35,43,70,91.48936170212764,21.489361702127653,71.74285714285715,51.674418604651166,-20.06843853820598,51.114285714285714,43.604651162790695,-7.509634551495019,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_023,,EMEF JOSE MARIANO BECK,nathalia,4,Língua Portuguesa,63,68,43,62,68.25396825396825,91.17647058823528,22.922502334267037,48.46511627906977,28.580645161290324,-19.884471117779444,27.976744186046513,17.419354838709676,-10.557389347336835,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_052,,EMEF WENCESLAU FONTOURA,eliane,4,Língua Portuguesa,84,107,67,98,79.76190476190476,91.58878504672896,11.826880284824211,55.55223880597015,36.08163265306123,-19.47060615290892,34.507462686567166,19.183673469387756,-15.32378921717941,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_038,,EMEF PROF ANA IRIS DO AMARAL,eliane,4,Língua Portuguesa,43,46,37,45,86.04651162790698,97.82608695652172,11.779575328614754,85.1891891891892,69.15555555555555,-16.03363363363364,75.37837837837837,50.31111111111111,-25.067267267267265,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,4,Língua Portuguesa,67,53,55,48,82.08955223880596,90.56603773584904,8.476485497043086,77.98181818181818,62.166666666666664,-15.81515151515152,71.16363636363636,41.583333333333336,-29.58030303030302,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_017,,EMEF GRANDE ORIENTE DO RGS,andreia,4,Língua Portuguesa,108,102,75,85,69.44444444444444,83.33333333333333,13.888888888888886,52.053333333333335,36.247058823529414,-15.80627450980392,37.4,21.176470588235293,-16.223529411764705,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_011,,EMEF DEP VICTOR ISSLER,clarissa,4,Língua Portuguesa,115,136,101,121,87.82608695652173,88.97058823529412,1.1445012787723812,70.74257425742574,55.25619834710744,-15.486375910318309,57.43564356435643,43.11570247933884,-14.31994108501759,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_012,,EMEF DOLORES ALCARAZ CALDAS,jalize,4,Língua Portuguesa,136,152,110,140,80.88235294117646,92.10526315789474,11.222910216718276,66.6,52.035714285714285,-14.56428571428571,57.38181818181818,34.85,-22.53181818181818,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_053,,EMEM EMILIO MEYER,ruti,4,Língua Portuguesa,81,91,66,81,81.48148148148148,89.01098901098901,7.5295075295075264,64.39393939393939,49.91358024691358,-14.480359147025808,53.01515151515152,39.69135802469136,-13.323793490460154,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_020,,EMEF JOAO ANTONIO SATTE,eliane,4,Língua Portuguesa,107,83,85,69,79.4392523364486,83.13253012048193,3.6932777840333273,70.84705882352941,56.608695652173914,-14.238363171355497,62.576470588235296,45.98550724637681,-16.590963341858483,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_026,,EMEF LIDOVINO FANTON,julia,4,Língua Portuguesa,122,111,97,96,79.50819672131148,86.48648648648648,6.978289765175006,41.03092783505155,27.4375,-13.59342783505155,26.917525773195877,15.927083333333334,-10.990442439862544,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,4,Língua Portuguesa,23,21,19,21,82.6086956521739,100,17.391304347826093,81,68,-13,68,58,-10,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,4,Língua Portuguesa,57,72,46,62,80.70175438596492,86.11111111111111,5.409356725146196,57.71739130434783,44.96774193548387,-12.749649368863956,41.58695652173913,32.983870967741936,-8.603085553997197,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_005,,EMEF ARAMY SILVA,priscila,4,Língua Portuguesa,95,62,78,59,82.10526315789474,95.16129032258064,13.0560271646859,70.14102564102564,58.186440677966104,-11.954584963059531,61.73076923076923,40.728813559322035,-21.0019556714472,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_018,,EMEF HEITOR VILLA LOBOS,jalize,4,Língua Portuguesa,112,103,93,97,83.03571428571429,94.1747572815534,11.139042995839104,57.806451612903224,46.83505154639175,-10.971400066511473,43.8494623655914,33.78350515463917,-10.065957210952227,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,4,Língua Portuguesa,82,97,60,86,73.17073170731707,88.65979381443299,15.489062107115911,82.2,72.06976744186046,-10.13023255813954,69.8,67.75581395348837,-2.0441860465116264,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_007,,EMEF CHAPEU DO SOL,ruti,4,Língua Portuguesa,109,112,82,103,75.22935779816514,91.96428571428572,16.73492791612057,53.76829268292683,44.36893203883495,-9.399360644091878,33.08536585365854,34.94174757281554,1.8563817191569996,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_046,,EMEF SEN ALBERTO PASQUALINI,julia,4,Língua Portuguesa,113,125,92,103,81.41592920353982,82.4,0.9840707964601876,54.53260869565217,46.349514563106794,-8.183094132545378,45.67391304347826,34.019417475728154,-11.654495567750104,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_024,,EMEF LAURO RODRIGUES,clarissa,4,Língua Portuguesa,93,69,80,58,86.02150537634408,84.05797101449275,-1.9635343618513303,63.95,55.94827586206897,-8.001724137931035,52.625,40.37931034482759,-12.245689655172413,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_032,,EMEF NOSSA SENHORA DE FATIMA,amanda,4,Língua Portuguesa,90,70,71,59,78.88888888888889,84.28571428571429,5.396825396825406,47.32394366197183,39.983050847457626,-7.340892814514206,25.43661971830986,26.305084745762713,0.8684650274528529,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,4,Língua Portuguesa,138,106,97,77,70.28985507246377,72.64150943396227,2.351654361498504,44.16494845360825,37.298701298701296,-6.866247154906951,31.969072164948457,28.92207792207792,-3.0469942428705323,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_029,,EMEF MORADAS DA HIPICA,amanda,4,Língua Portuguesa,107,77,96,72,89.7196261682243,93.50649350649353,3.786867338269218,82.10416666666667,75.61111111111111,-6.493055555555557,73.94791666666667,66.02777777777777,-7.9201388888889,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_044,,EMEF SAINT HILAIRE,andreia,4,Língua Portuguesa,105,98,90,82,85.71428571428571,83.6734693877551,-2.040816326530603,60.233333333333334,53.829268292682926,-6.4040650406504085,40.78888888888889,44.0609756097561,3.2720867208672075,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_003,,EMEF AFONSO GUERREIRO LIMA,graziela,4,Língua Portuguesa,131,108,109,94,83.20610687022901,87.03703703703704,3.830930166808031,68.1743119266055,62.07446808510638,-6.099843841499116,56.03669724770642,48.53191489361702,-7.5047823540894,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_031,,EMEF NEUSA GOULART BRIZOLA,julia,4,Língua Portuguesa,47,42,38,38,80.85106382978724,90.47619047619048,9.625126646403244,66.84210526315789,61.10526315789474,-5.73684210526315,58.10526315789474,47.05263157894737,-11.05263157894737,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_042,,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,4,Língua Portuguesa,85,101,74,89,87.05882352941177,88.11881188118812,1.0599883517763544,65.17567567567568,60.95505617977528,-4.220619495900394,51.148648648648646,45.60674157303371,-5.541907075614937,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_008,,EMEF CHICO MENDES,eliane,4,Língua Portuguesa,128,102,97,93,75.78125,91.17647058823528,15.39522058823529,45.845360824742265,42.58064516129032,-3.2647156634519447,28.876288659793815,32.075268817204304,3.198980157410489,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_030,,EMEF MORRO DA CRUZ,andreia,4,Língua Portuguesa,107,98,89,77,83.17757009345794,78.57142857142857,-4.606141522029375,35.93258426966292,32.94805194805195,-2.9845323216109705,25.910112359550563,27.285714285714285,1.3756019261637211,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_043,,EMEF RINCAO,jalize,5,Língua Portuguesa,55,58,49,50,89.0909090909091,86.20689655172414,-2.884012539184951,72.51020408163265,47.5,-25.01020408163265,69.55102040816327,25.5,-44.05102040816327,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_015,,EMEF GABRIEL OBINO,amanda,5,Língua Portuguesa,60,39,48,34,80,87.17948717948718,7.179487179487182,55.895833333333336,32,-23.895833333333336,43.875,15.5,-28.375,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,5,Língua Portuguesa,29,38,20,36,68.96551724137932,94.73684210526316,25.771324863883848,74,55.388888888888886,-18.61111111111111,54.8,30.583333333333332,-24.216666666666665,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_050,,EMEF VER MARTIM ARANHA,priscila,5,Língua Portuguesa,76,63,63,55,82.89473684210526,87.3015873015873,4.406850459482044,62.77777777777778,46.32727272727273,-16.45050505050505,47.58730158730159,15.327272727272728,-32.26002886002886,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_019,,EMEF JEAN PIAGET,clarissa,5,Língua Portuguesa,85,89,72,82,84.70588235294117,92.13483146067416,7.42894910773299,76.11111111111111,63.71951219512195,-12.391598915989164,70.88888888888889,49.1219512195122,-21.766937669376688,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_045,,EMEF SAO PEDRO,marian,5,Língua Portuguesa,107,104,90,93,84.11214953271028,89.42307692307692,5.310927390366643,65.57777777777778,54.75268817204301,-10.825089605734776,53.36666666666667,31.204301075268816,-22.16236559139785,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_046,,EMEF SEN ALBERTO PASQUALINI,julia,5,Língua Portuguesa,126,108,98,88,77.77777777777777,81.48148148148148,3.7037037037037095,68.36734693877551,58.14772727272727,-10.21961966604824,56.41836734693877,39.29545454545455,-17.122912801484226,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_005,,EMEF ARAMY SILVA,priscila,5,Língua Portuguesa,90,91,77,87,85.55555555555556,95.6043956043956,10.048840048840049,73.32467532467533,64.70114942528735,-8.623525899387971,65.05194805194805,47.67816091954023,-17.373787132407813,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_051,,EMEF VILA MONTE CRISTO,graziela,5,Língua Portuguesa,89,84,62,73,69.66292134831461,86.9047619047619,17.241840556447286,77.41935483870968,69.04109589041096,-8.378258948298722,74.12903225806451,49.273972602739725,-24.855059655324787,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_024,,EMEF LAURO RODRIGUES,clarissa,5,Língua Portuguesa,73,79,64,73,87.67123287671232,92.40506329113924,4.733830414426919,74.46875,66.8082191780822,-7.660530821917803,70.28125,44.38356164383562,-25.89768835616438,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_009,,EMEF DECIO MARTINS COSTA,nathalia,5,Língua Portuguesa,106,106,92,95,86.79245283018868,89.62264150943396,2.830188679245282,70.23913043478261,62.95789473684211,-7.281235697940502,61.91304347826087,44.8,-17.11304347826087,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_027,,EMEF MARIO QUINTANA,ruti,5,Língua Portuguesa,50,48,44,41,88,85.41666666666667,-2.5833333333333286,59.95454545454545,53.390243902439025,-6.5643015521064285,45.38636363636363,36.97560975609756,-8.410753880266071,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_018,,EMEF HEITOR VILLA LOBOS,jalize,5,Língua Portuguesa,104,104,88,93,84.61538461538461,89.42307692307692,4.807692307692307,61.47727272727273,55.73118279569893,-5.746089931573799,54.63636363636363,30.849462365591396,-23.786901270772237,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_008,,EMEF CHICO MENDES,eliane,5,Língua Portuguesa,106,123,79,116,74.52830188679245,94.3089430894309,19.78064120263845,56.75949367088607,51.87931034482759,-4.880183326058486,40.379746835443044,31.42241379310345,-8.957333042339588,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,5,Língua Portuguesa,110,152,90,123,81.81818181818181,80.92105263157895,-0.8971291866028679,59.4,55.333333333333336,-4.066666666666663,49.03333333333333,31.642276422764223,-17.391056910569105,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_016,,EMEF GOV ILDO MENEGHETTI,clarissa,5,Língua Portuguesa,119,111,101,101,84.87394957983193,90.990990990991,6.1170414111590645,56.57425742574257,52.801980198019805,-3.772277227722768,45.7029702970297,32.21782178217822,-13.48514851485148,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_002,,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,5,Língua Portuguesa,82,99,62,90,75.60975609756098,90.9090909090909,15.299334811529931,64.30645161290323,60.71111111111111,-3.5953405017921227,57.854838709677416,49.08888888888889,-8.765949820788528,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_017,,EMEF GRANDE ORIENTE DO RGS,andreia,5,Língua Portuguesa,99,104,76,89,76.76767676767676,85.57692307692308,8.80924630924632,50.01315789473684,47.38202247191011,-2.6311354228267305,46.14473684210526,26.640449438202246,-19.504287403903017,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
