Avaliação;Rede;Ano Escolar;Componente Curricular;Estado;Regional;Município;Escola;Código da Turma;Turma;Previstos;Avaliados;Avaliados (%);Proficiência Média;Defasagem;Aprendizado intermediário;Aprendizado adequado;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%);H 09 (%);H 10 (%)
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LEOCADIA FELIZARDO PRESTES; 21192411500000588;33;20;16;80;77;0%;44%;56%;66;94;94;78;78;88;81;78;78;69
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF GILBERTO JORGE GONCALVES DA SILVA; 21192411500000602;31;22;16;73;71;13%;38%;50%;75;84;100;53;69;83;79;81;63;66
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21192411500000618;31;24;18;75;37;39%;56%;6%;61;17;31;69;64;80;52;69;72;67
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21192411500000619;32;26;16;62;52;31%;31%;38%;75;81;75;72;38;56;79;63;53;38
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21192411500000620;33;24;17;71;53;24%;53%;24%;74;82;100;59;71;51;67;76;71;26
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21192411500000621;34;26;22;85;17;68%;32%;0%;60;10;32;43;38;48;59;52;50;35
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER CARLOS PESSOA DE BRUM; 21192411500000622;35;27;13;48;14;77%;23%;0%;54;8;19;38;54;51;38;58;50;35
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21192411500000653;31;29;23;79;60;17%;48%;35%;85;91;93;74;46;72;61;63;65;43
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21192411500000654;32;27;24;89;61;29%;21%;50%;60;83;83;67;67;72;61;63;58;71
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21192411500000655;33;28;21;75;57;29%;29%;43%;64;92;81;52;53;72;58;65;70;65
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF LARRY JOSE RIBEIRO ALVES; 21192411500000656;34;29;22;76;41;45%;36%;18%;59;78;75;34;60;59;54;64;45;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21192411500000681;31;27;20;74;50;35%;30%;35%;60;90;83;70;53;62;58;55;50;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21192411500000682;32;27;20;74;77;5%;35%;60%;83;93;90;85;60;88;78;88;70;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER MARTIM ARANHA; 21192411500000683;33;28;19;68;67;11%;37%;53%;71;92;79;61;45;67;82;76;79;71
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000710;31;27;19;70;27;63%;26%;11%;63;26;21;45;56;67;61;42;58;39
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000711;32;25;17;68;23;71%;24%;6%;56;9;31;53;47;59;53;50;47;65
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000712;33;27;19;70;65;21%;16%;63%;66;86;89;75;67;67;74;61;71;79
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP MARCIRIO GOULART LOUREIRO; 21192411500000713;34;27;19;70;51;21%;68%;11%;84;42;44;34;72;89;74;66;55;82
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000742;31;26;23;88;29;65%;26%;9%;65;20;17;65;63;61;54;65;52;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000743;32;20;15;75;28;60%;40%;0%;90;4;13;83;53;62;69;60;60;60
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000744;33;20;15;75;19;73%;27%;0%;20;60;50;50;57;49;47;57;50;17
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000745;34;30;25;83;22;80%;16%;4%;78;46;29;16;40;61;76;70;44;40
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000746;35;26;6;23;0;100%;0%;0%;50;0;-;25;25;33;33;25;-;-
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LIDOVINO FANTON; 21192411500000747;36;21;19;90;17;89%;11%;0%;44;79;42;68;32;47;53;39;24;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANA IRIS DO AMARAL; 21192411500000774;31;23;21;91;50;29%;52%;19%;95;17;17;81;67;83;78;86;74;79
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANA IRIS DO AMARAL; 21192411500000775;32;25;22;88;65;23%;27%;50%;86;89;95;75;61;71;58;59;66;82
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21192411500000794;31;25;21;84;93;0%;10%;90%;95;98;95;95;93;92;89;90;95;86
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21192411500000795;32;24;20;83;28;60%;40%;0%;60;15;25;60;50;65;55;53;68;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF LAURO RODRIGUES; 21192411500000796;33;24;20;83;56;30%;30%;40%;82;85;85;65;55;67;67;57;48;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000820;31;19;16;84;51;19%;56%;25%;56;81;88;56;63;56;63;41;63;69
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000821;32;24;14;58;50;43%;21%;36%;64;69;75;54;61;57;71;68;71;61
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000822;33;25;16;64;56;44%;13%;44%;44;90;88;47;53;73;69;59;69;75
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOAO ANTONIO SATTE; 21192411500000823;34;27;21;78;78;14%;10%;76%;67;86;90;76;71;86;86;86;76;76
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000857;31;25;20;80;70;20%;25%;55%;83;80;83;63;75;75;85;80;63;78
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000858;32;27;23;85;62;26%;22%;52%;84;76;79;57;52;67;75;64;67;73
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000859;33;26;22;85;47;45%;23%;32%;66;70;75;55;52;62;76;57;55;43
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000860;34;26;22;85;43;50%;23%;27%;59;60;74;34;52;74;67;45;50;59
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000861;35;26;23;88;60;22%;43%;35%;80;83;74;65;59;83;81;43;61;70
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF DEP VICTOR ISSLER; 21192411500000862;36;27;23;85;52;30%;35%;35%;78;87;87;65;59;52;64;50;57;70
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF GABRIEL OBINO; 21192411500000892;31;25;21;84;42;48%;29%;24%;58;82;68;40;75;65;51;44;64;60
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF GABRIEL OBINO; 21192411500000893;32;26;19;73;33;63%;16%;21%;63;59;61;50;42;47;51;47;50;50
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF GABRIEL OBINO; 21192411500000894;33;22;19;86;45;47%;32%;21%;55;71;82;29;34;58;82;71;55;63
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000916;31;19;14;74;79;0%;43%;57%;79;93;100;68;82;88;69;68;82;79
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000917;32;20;11;55;43;55%;9%;36%;64;64;64;36;45;70;76;45;50;45
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000918;33;22;16;73;21;69%;19%;13%;38;72;72;19;38;50;44;28;50;28
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000919;34;25;20;80;47;50%;15%;35%;57;80;85;55;55;75;62;45;53;60
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAINT HILAIRE; 21192411500000920;35;27;24;89;38;46%;38%;17%;52;71;65;46;54;68;67;46;54;38
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000955;31;24;22;92;71;14%;32%;55%;69;98;93;70;60;70;78;76;81;83
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000956;32;24;21;88;53;29%;48%;24%;73;23;20;88;81;86;75;93;70;75
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000957;33;24;24;100;71;21%;21%;58%;85;88;88;94;58;89;54;77;58;79
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000958;34;21;17;81;78;6%;35%;59%;97;94;88;56;85;67;76;85;79;76
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF SAO PEDRO; 21192411500000959;35;19;15;79;63;27%;27%;47%;70;90;80;63;60;73;80;60;63;87
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21192411500000990;31;23;20;87;54;30%;35%;35%;75;90;85;60;60;67;70;53;63;55
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21192411500000991;32;23;19;83;22;68%;32%;0%;71;8;26;47;53;70;58;63;42;28
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JOSE MARIANO BECK; 21192411500000992;33;22;15;68;39;47%;40%;13%;71;62;58;47;50;57;67;81;71;46
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001017;31;26;16;62;79;6%;25%;69%;84;84;84;59;63;77;69;84;84;91
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001018;32;25;20;80;40;30%;65%;5%;80;9;21;50;80;78;75;70;53;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF JEAN PIAGET; 21192411500001019;33;26;18;69;72;11%;28%;61%;97;59;72;47;86;87;89;89;69;67
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21192411500001047;31;25;20;80;48;30%;50%;20%;70;73;70;83;57;60;67;45;45;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21192411500001048;32;25;22;88;52;27%;41%;32%;89;23;21;52;77;73;74;82;77;77
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VER ANTONIO GIUDICE; 21192411500001049;33;25;21;84;31;52%;38%;10%;67;19;18;60;43;70;75;78;50;69
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001076;31;22;19;86;90;0%;16%;84%;84;100;100;71;68;86;82;84;92;87
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001077;32;26;22;85;73;9%;27%;64%;66;93;95;66;66;89;79;84;66;68
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001078;33;25;21;84;64;19%;33%;48%;64;93;86;52;55;70;70;60;69;74
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF PROF ANISIO TEIXEIRA; 21192411500001079;34;28;18;64;84;0%;28%;72%;86;83;89;92;86;91;85;75;83;81
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CAMPOS DO CRISTAL; 21192411500001109;31;26;21;81;47;33%;33%;33%;71;79;88;57;50;59;54;40;64;57
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF CAMPOS DO CRISTAL; 21192411500001110;32;28;26;93;57;31%;23%;46%;73;58;69;60;63;73;68;69;69;69
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001131;31;24;15;63;36;67%;13%;20%;57;89;100;33;37;50;49;43;67;53
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001132;32;25;18;72;71;11%;33%;56%;81;85;94;56;62;87;76;71;75;59
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001133;33;28;23;82;68;17%;35%;48%;63;85;91;96;72;75;71;80;67;65
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF WENCESLAU FONTOURA; 21192411500001134;34ALFA;26;20;77;24;70%;30%;0%;66;45;45;70;43;55;57;35;45;38
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001162;31;21;19;90;66;26%;11%;63%;82;82;89;71;69;75;70;78;75;69
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001163;32;25;22;88;65;23%;27%;50%;86;70;70;59;68;79;73;70;70;73
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001164;33;23;17;74;48;41%;29%;29%;62;76;82;62;56;51;55;62;76;56
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF VILA MONTE CRISTO; 21192411500001165;34;23;14;61;74;21%;14%;64%;93;82;82;82;71;83;79;57;71;75
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MIGRANTES; 21192411500001192;31;15;14;93;41;36%;57%;7%;57;86;82;50;54;64;48;57;61;43
PROVA PORTO ALEGRE - AVALIAÇÃO FORMATIVA;MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 3º ANO;LP;RIO GRANDE DO SUL;PORTO ALEGRE;PORTO ALEGRE;EMEF MIGRANTES; 21192411500001193;32;12;12;100;63;33%;8%;58%;63;92;88;83;71;83;58;58;75;46
